,Cid_G,Cid_M,Cid_Z,Dep0,Lat0,Lon0,M0,N_AS_G,N_AS_M,N_AS_Z,N_AS_allG,N_AS_allZ,N_FS_G,N_FS_M,N_FS_Z,N_FS_allG,N_FS_allZ,T0G,T0M,T0Z,c_typeG,c_typeM,c_typeZ,c_typeallG,c_typeallZ
23,2129,83,798,33.0,23.77,120.98,7.6,9,13,13,13,27,0,1,0,1,0,1999-09-20T17:47:19.680004Z,1999-09-20T17:47:19.680004Z,1999-09-20T17:47:17.999997,1,1,1,1,1
24,1342,57,224,35.0,-8.51,121.89,7.7,2,4,4,3,8,0,1,0,0,0,1992-12-12T05:29:28.320003Z,1992-12-12T05:29:28.320003Z,1992-12-12T05:29:27.000001,0,1,1,1,1
25,22,24,926,33.0,-3.98,152.17,8.0,1,53,19,1,43,0,2,0,0,0,2000-11-16T04:54:54.719996Z,2000-11-16T04:54:54.719996Z,2000-11-16T04:54:53.000003,0,3,1,0,1
26,1421,49,1009,10.0,35.95,90.54,7.8,0,4,4,0,4,0,0,0,1,0,2001-11-14T09:26:12.480004Z,2001-11-14T09:26:12.480004Z,2001-11-14T09:26:11.000003,0,1,1,0,1
27,1724,60,1822,17.0,-0.41,132.88,7.7,12,13,13,17,23,0,0,0,0,0,2009-01-03T19:43:49.439999Z,2009-01-03T19:43:49.439999Z,2009-01-03T19:43:47.999997,2,2,2,2,2
28,2057,46,921,30.0,-5.23,153.1,7.8,34,0,29,48,80,0,0,3,11,3,2000-11-16T07:42:14.400000Z,2000-11-16T07:42:14.400000Z,2000-11-16T07:42:13.000000,1,0,2,1,2
29,2104,27,468,33.0,0.72,119.98,7.9,5,6,6,14,23,0,1,0,0,0,1996-01-01T08:05:08.160000Z,1996-01-01T08:05:08.160000Z,1996-01-01T08:05:07.000000,1,1,1,1,1
30,2099,25,461,22.0,44.62,149.32,7.9,9,15,14,14,40,6,6,6,10,6,1995-12-03T18:01:09.120003Z,1995-12-03T18:01:09.120003Z,1995-12-03T18:01:08.000003,1,1,1,1,1
31,760,42,2396,10.0,-60.27,-46.4,7.8,0,0,0,0,3,3,5,5,3,5,2013-11-17T09:04:53.760004Z,2013-11-17T09:04:53.760004Z,2013-11-17T09:04:52.000000,1,1,1,1,1
32,722,119,917,33.0,6.9,126.58,7.4,4,6,8,4,9,0,2,0,1,2,2001-01-01T06:57:01.440002Z,2001-01-01T06:57:01.440002Z,2001-01-01T06:57:00.000001,1,1,1,1,1
33,2259,15,1587,10.0,-8.46,157.04,8.1,9,40,11,9,11,1,6,0,1,0,2007-04-01T20:39:59.039998Z,2007-04-01T20:39:59.039998Z,2007-04-01T20:39:58.000002,1,1,1,1,1
34,1346,30,1734,19.0,31.0,103.32,7.9,5,11,11,5,16,0,0,0,0,0,2008-05-12T06:28:04.800005Z,2008-05-12T06:28:04.800005Z,2008-05-12T06:28:02.999998,1,1,1,1,1
35,1261,90,1039,31.0,6.03,124.25,7.5,2,5,6,2,8,0,0,0,0,0,2002-03-05T21:16:07.679996Z,2002-03-05T21:16:07.679996Z,2002-03-05T21:16:05.999997,0,1,1,0,1
36,2113,28,500,33.0,51.56,-177.63,7.9,4,9,9,15,34,4,4,2,13,2,1996-06-10T04:03:38.880000Z,1996-06-10T04:03:38.880000Z,1996-06-10T04:03:37.000003,1,1,1,1,1
37,890,43,1206,33.0,51.15,178.65,7.8,4,4,5,5,14,0,1,0,3,0,2003-11-17T06:43:03.359997Z,2003-11-17T06:43:03.359997Z,2003-11-17T06:43:02.000003,1,1,1,1,1
38,910,99,1113,24.0,18.77,-104.1,7.5,2,3,3,2,6,0,0,0,1,0,2003-01-22T02:06:34.560004Z,2003-01-22T02:06:34.560004Z,2003-01-22T02:06:33.000002,0,1,1,1,1
39,797,85,194,10.0,11.76,-87.42,7.6,4,11,12,4,15,2,2,2,3,3,1992-09-02T00:15:59.040000Z,1992-09-02T00:15:59.040000Z,1992-09-02T00:15:57.999998,1,1,1,1,1
40,120,38,2384,15.0,26.97,65.52,7.8,2,4,4,2,9,0,0,0,0,0,2013-09-24T11:29:45.600004Z,2013-09-24T11:29:45.600004Z,2013-09-24T11:29:43.999997,0,1,1,0,1
41,1700,68,1908,45.0,-13.01,166.51,7.6,7,0,8,9,11,0,0,0,0,0,2009-10-07T22:03:12.960004Z,2009-10-07T22:03:12.960004Z,2009-10-07T22:03:11.000001,2,0,2,2,2
42,1691,48,1907,35.0,-12.52,166.38,7.8,13,35,13,17,18,0,3,0,1,0,2009-10-07T22:18:54.720004Z,2009-10-07T22:18:54.720004Z,2009-10-07T22:18:53.000002,1,3,1,1,1
43,1730,18,1903,18.0,-15.49,-172.1,8.1,3,25,3,3,3,0,3,0,1,0,2009-09-29T17:48:11.519997Z,2009-09-29T17:48:11.519997Z,2009-09-29T17:48:09.999998,1,1,1,1,1
44,1099,58,740,33.0,-2.07,124.89,7.7,1,3,2,1,5,0,3,0,1,0,1998-11-29T14:10:27.840000Z,1998-11-29T14:10:27.840000Z,1998-11-29T14:10:26.000000,0,1,0,0,1
45,2195,22,1473,55.0,-20.19,-174.12,8.0,8,18,13,9,19,0,7,0,7,0,2006-05-03T15:26:38.400001Z,2006-05-03T15:26:38.400001Z,2006-05-03T15:26:36.999999,1,1,1,1,1
46,2387,92,1306,10.0,-8.15,124.87,7.5,6,8,9,7,11,1,1,2,1,2,2004-11-11T21:26:38.400001Z,2004-11-11T21:26:38.400001Z,2004-11-11T21:26:36.999999,1,1,1,1,1
47,1114,101,494,33.0,-9.62,-79.57,7.5,0,0,0,1,3,0,1,0,0,0,1996-02-21T12:51:07.200000Z,1996-02-21T12:51:07.200000Z,1996-02-21T12:51:06.000002,0,0,0,0,1
48,1513,66,25,28.0,1.16,122.84,7.6,11,12,14,22,46,0,0,0,0,0,1990-04-18T13:39:21.600002Z,1990-04-18T13:39:21.600002Z,1990-04-18T13:39:19.999998,1,1,1,2,2
49,1134,70,20,33.0,-22.04,175.16,7.6,1,1,1,2,1,0,0,0,0,0,1990-03-03T12:16:24.959996Z,1990-03-03T12:16:24.959996Z,1990-03-03T12:16:22.999997,0,0,0,0,0
50,1081,108,21,32.0,15.23,147.53,7.4,3,3,3,3,4,0,2,0,0,0,1990-04-05T21:12:40.319996Z,1990-04-05T21:12:40.319996Z,1990-04-05T21:12:39.000001,1,1,1,1,1
51,1868,36,2282,14.0,52.79,-132.1,7.8,10,11,11,10,11,0,0,0,0,0,2012-10-28T03:04:10.559997Z,2012-10-28T03:04:10.559997Z,2012-10-28T03:04:09.000003,1,1,1,1,1
52,1877,118,2286,24.0,13.96,-91.85,7.4,8,9,12,8,25,0,2,0,4,0,2012-11-07T16:35:45.599996Z,2012-11-07T16:35:45.599996Z,2012-11-07T16:35:43.999999,1,1,1,1,1
53,1858,94,2574,55.0,-5.46,151.88,7.5,8,3,12,11,16,7,1,7,12,8,2015-05-05T01:44:06.720000Z,2015-05-05T01:44:06.720000Z,2015-05-05T01:44:05.000000,1,0,1,1,1
54,1763,35,2572,15.0,28.15,84.71,7.9,2,8,8,2,8,0,0,0,0,0,2015-04-25T06:11:22.559997Z,2015-04-25T06:11:22.559997Z,2015-04-25T06:11:20.999997,0,1,1,0,1
55,1695,39,1875,12.0,-45.76,166.56,7.8,3,7,7,3,7,0,0,0,0,0,2009-07-15T09:22:27.840004Z,2009-07-15T09:22:27.840004Z,2009-07-15T09:22:26.000002,1,1,1,1,1
56,401,54,596,33.0,-12.58,166.68,7.7,0,9,1,1,3,0,3,0,0,0,1997-04-21T12:02:26.880002Z,1997-04-21T12:02:26.880002Z,1997-04-21T12:02:25.000002,0,1,0,0,1
57,2056,7,979,33.0,-16.26,-73.64,8.4,2,19,22,5,60,0,0,0,0,0,2001-06-23T20:33:12.960004Z,2001-06-23T20:33:12.960004Z,2001-06-23T20:33:10.999998,0,1,1,1,1
58,1634,84,2110,17.0,-29.54,-176.34,7.6,22,28,26,31,38,0,2,0,1,0,2011-07-06T19:03:21.600010Z,2011-07-06T19:03:21.600010Z,2011-07-06T19:03:20.000002,1,1,1,1,2
59,1849,11,2623,22.0,-31.57,-71.67,8.3,13,34,31,17,50,1,3,1,1,1,2015-09-16T22:54:28.799999Z,2015-09-16T22:54:28.799999Z,2015-09-16T22:54:27.000002,1,1,1,1,1
60,383,98,869,26.0,-1.11,123.57,7.5,2,3,4,3,6,0,0,0,0,0,2000-05-04T04:21:12.960000Z,2000-05-04T04:21:12.960000Z,2000-05-04T04:21:10.999998,0,1,1,1,1
61,176,33,883,10.0,-13.8,97.45,7.9,1,1,1,1,2,0,0,0,0,0,2000-06-18T14:44:09.600005Z,2000-06-18T14:44:09.600005Z,2000-06-18T14:44:07.999997,0,0,0,0,0
62,371,80,1464,22.0,60.95,167.09,7.6,2,9,9,2,10,0,0,0,0,0,2006-04-20T23:25:00.479996Z,2006-04-20T23:25:00.479996Z,2006-04-20T23:24:59.999998,0,1,1,0,1
63,1776,91,2561,41.0,-4.73,152.56,7.5,3,27,6,3,8,0,1,0,1,0,2015-03-29T23:48:28.800007Z,2015-03-29T23:48:28.800007Z,2015-03-29T23:48:26.999997,1,2,1,1,1
64,2124,32,876,33.0,-4.72,102.09,7.9,17,21,21,29,54,0,0,0,2,0,2000-06-04T16:28:24.960001Z,2000-06-04T16:28:24.960001Z,2000-06-04T16:28:22.999997,1,1,1,1,1
65,1093,44,641,33.0,54.84,162.04,7.8,3,20,20,3,24,0,2,2,0,2,1997-12-05T11:26:52.800006Z,1997-12-05T11:26:52.800006Z,1997-12-05T11:26:51.000001,1,1,1,1,1
66,2028,69,1076,13.0,-3.3,142.95,7.6,5,8,10,6,14,1,2,0,4,1,2002-09-08T18:44:21.119996Z,2002-09-08T18:44:21.119996Z,2002-09-08T18:44:19.999997,1,1,1,1,1
67,2,31,1094,4.0,63.52,-147.44,7.9,0,1,1,0,1,1,1,1,1,1,2002-11-03T22:12:43.200001Z,2002-11-03T22:12:43.200001Z,2002-11-03T22:12:41.999996,0,0,0,0,0
68,2213,77,1411,26.0,34.54,73.59,7.6,14,14,14,16,17,0,0,0,2,0,2005-10-08T03:50:41.280004Z,2005-10-08T03:50:41.280004Z,2005-10-08T03:50:40.000002,1,1,1,1,1
69,2358,2,1327,10.0,3.3,95.78,9.0,6,201,61,19,275,0,2,0,0,0,2004-12-26T00:58:53.760002Z,2004-12-26T00:58:53.760002Z,2004-12-26T00:58:52.000003,1,1,1,1,2
70,1343,16,1324,10.0,-49.31,161.35,8.1,1,2,2,1,9,0,0,0,0,0,2004-12-23T14:59:08.159997Z,2004-12-23T14:59:08.159997Z,2004-12-23T14:59:07.000001,0,0,0,0,1
71,1104,21,1525,39.0,-13.39,-76.6,8.0,5,12,12,7,19,0,3,0,2,2,2007-08-15T23:40:59.519996Z,2007-08-15T23:40:59.519996Z,2007-08-15T23:40:58.000001,1,1,1,1,1
72,1386,5,2178,20.0,2.33,93.06,8.6,2,22,16,2,30,0,2,0,1,3,2012-04-11T08:38:32.640004Z,2012-04-11T08:38:32.640004Z,2012-04-11T08:38:31.000000,0,2,2,1,2
73,435,87,1080,10.0,-1.76,134.3,7.5,2,3,2,3,3,3,7,5,3,5,2002-10-10T10:50:18.240003Z,2002-10-10T10:50:18.240003Z,2002-10-10T10:50:17.000001,1,1,1,1,1
74,2271,102,1547,22.0,1.07,126.28,7.5,17,25,20,20,32,0,1,0,2,0,2007-01-21T11:27:44.639999Z,2007-01-21T11:27:44.639999Z,2007-01-21T11:27:42.999997,1,1,1,1,1
75,821,40,332,39.0,-10.47,112.98,7.8,5,19,19,5,19,0,1,0,0,0,1994-06-02T18:17:34.080000Z,1994-06-02T18:17:34.080000Z,1994-06-02T18:17:32.999999,1,1,1,1,1
76,911,93,1888,4.0,14.1,92.89,7.5,1,1,1,2,6,0,0,0,0,0,2009-08-10T19:55:37.920003Z,2009-08-10T19:55:37.920003Z,2009-08-10T19:55:36.000000,0,0,0,0,1
77,1195,76,948,16.0,23.42,70.23,7.6,3,3,3,3,4,0,0,0,0,0,2001-01-26T03:16:42.239997Z,2001-01-26T03:16:42.239997Z,2001-01-26T03:16:41.000003,1,1,1,1,1
78,1520,75,134,26.0,45.47,151.05,7.6,4,5,5,6,12,11,12,13,11,13,1991-12-22T08:43:09.119997Z,1991-12-22T08:43:09.119997Z,1991-12-22T08:43:08.000003,1,1,1,1,1
79,2245,6,1651,34.0,-4.44,101.37,8.5,10,39,38,23,127,0,2,0,0,0,2007-09-12T11:10:27.840000Z,2007-09-12T11:10:27.840000Z,2007-09-12T11:10:25.999998,1,1,1,1,1
80,849,121,1654,10.0,-49.27,164.12,7.4,2,3,5,3,11,0,0,0,0,0,2007-09-30T05:23:34.080002Z,2007-09-30T05:23:34.080002Z,2007-09-30T05:23:33.000003,0,1,1,1,1
81,94,23,451,49.0,19.15,-104.22,8.0,1,3,3,1,15,0,1,1,0,1,1995-10-09T15:36:00.000002Z,1995-10-09T15:36:00.000002Z,1995-10-09T15:36:00.000002,0,1,1,0,1
82,142,37,2666,24.0,-4.95,94.33,7.8,1,3,3,1,3,0,0,0,0,0,2016-03-02T12:49:49.440001Z,2016-03-02T12:49:49.440001Z,2016-03-02T12:49:47.999997,0,1,1,0,1
83,1188,56,939,60.0,13.05,-88.66,7.7,10,12,13,13,29,0,0,0,0,0,2001-01-13T17:33:30.240005Z,2001-01-13T17:33:30.240005Z,2001-01-13T17:33:28.999996,1,1,1,1,1
84,2276,10,1514,38.0,46.57,153.29,8.3,3,22,21,13,56,9,12,9,9,9,2006-11-15T11:14:21.119996Z,2006-11-15T11:14:21.119996Z,2006-11-15T11:14:19.999998,1,2,2,1,2
85,918,61,268,17.0,42.84,139.25,7.7,1,2,2,1,6,0,0,0,0,0,1993-07-12T13:17:11.039999Z,1993-07-12T13:17:11.039999Z,1993-07-12T13:17:10.000000,0,0,0,0,1
86,859,112,1290,10.0,33.18,137.07,7.4,6,6,6,6,8,1,1,1,1,1,2004-09-05T14:57:15.839997Z,2004-09-05T14:57:15.839997Z,2004-09-05T14:57:13.999999,2,2,2,2,2
87,1938,1,2076,24.0,38.32,142.37,9.1,66,165,122,110,265,11,16,9,19,9,2011-03-11T05:46:19.199996Z,2011-03-11T05:46:19.199996Z,2011-03-11T05:46:18.000000,1,1,1,1,1
88,2291,8,1185,27.0,41.81,143.91,8.3,18,28,22,24,46,0,1,0,3,0,2003-09-25T19:50:09.599997Z,2003-09-25T19:50:09.599997Z,2003-09-25T19:50:07.999999,1,1,1,1,1
89,2024,100,1167,10.0,-2.6,68.38,7.5,0,2,2,0,6,0,0,0,1,0,2003-07-15T20:27:53.280004Z,2003-07-15T20:27:53.280004Z,2003-07-15T20:27:51.999997,0,0,0,0,1
90,1047,113,42,10.0,36.96,49.41,7.4,2,3,3,2,5,0,0,0,0,0,1990-06-20T21:00:08.639995Z,1990-06-20T21:00:08.639995Z,1990-06-20T21:00:07.000000,0,1,1,0,1
91,248,79,796,17.0,40.75,29.86,7.6,1,2,3,2,6,0,1,0,0,0,1999-08-17T00:01:35.039999Z,1999-08-17T00:01:35.039999Z,1999-08-17T00:01:33.999999,0,1,1,0,2
92,1102,12,477,33.0,-0.95,137.03,8.2,7,14,14,8,20,0,0,0,0,0,1996-02-17T05:59:25.439998Z,1996-02-17T05:59:25.439998Z,1996-02-17T05:59:24.000002,1,1,1,1,1
