,MAG,Time,Lat,Lon,Depth,clID,eType
67,5.6,2000-10-08T13:17:55.279992Z,35.139333,133.150167,6.8,623,1.0
68,5.6,2005-10-22T22:12:46.779986Z,37.079667,141.1205,52.0,0,0.0
69,5.6,2004-11-27T07:42:37.550015Z,42.325833,143.080167,51.3,483,1.0
70,5.6,1992-01-22T10:06:56.000044Z,38.411667,140.536667,12.0,399,1.0
71,5.6,2003-07-26T00:13:08.250009Z,38.4345,141.164167,11.6,422,-1.0
72,5.6,1995-04-01T12:49:34.769974Z,37.891167,139.248,16.2,456,1.0
73,5.5,2003-07-26T16:56:44.529991Z,38.500333,141.1895,12.0,422,1.0
74,5.5,1990-08-23T08:47:07.200038Z,35.348333,140.393333,5.0,481,1.0
75,5.5,1997-03-03T23:09:43.239970Z,34.96,139.157833,0.1,619,-1.0
76,5.5,1998-04-22T20:32:48.419984Z,35.175667,136.563167,7.8,605,1.0
77,5.5,2010-10-14T22:58:55.500041Z,42.312833,143.0695,53.0,119,1.0
78,5.5,1997-09-04T05:15:43.220043Z,35.262,133.376667,8.9,605,1.0
79,5.5,1994-12-18T20:07:33.900036Z,37.295,139.891667,0.6,418,1.0
80,5.5,1996-03-06T23:35:28.719970Z,35.475833,138.947667,19.6,583,1.0
81,5.5,2002-09-16T10:10:49.859960Z,35.37,133.739333,9.6,623,1.0
82,5.4,2005-03-22T15:55:33.449984Z,33.725333,130.176833,10.5,616,1.0
83,5.4,1993-05-06T03:21:32.399970Z,39.135,141.788333,10.6,6,1.0
84,5.4,1992-07-30T20:16:39.199985Z,35.513333,136.505,3.8,0,0.0
85,5.4,1990-08-16T08:08:57.400025Z,43.681667,143.41,16.5,0,0.0
86,5.4,1993-05-21T11:36:37.900021Z,36.045,139.896667,6.1,241,1.0
87,5.4,1990-09-29T07:57:12.799985Z,34.995,134.285,1.1,0,0.0
88,5.4,1991-07-10T14:52:05.399959Z,43.25,145.705,9.2,8,1.0
89,5.4,1991-06-15T10:21:41.099960Z,39.471667,141.896667,6.1,203,1.0
90,5.4,2004-01-06T14:50:52.039967Z,34.215667,136.714333,37.5,0,0.0
91,5.4,2001-08-25T22:21:25.120023Z,35.151833,135.66,8.2,581,1.0
92,5.4,1990-05-03T16:45:43.400043Z,36.436667,140.61,5.8,197,1.0
93,5.4,2007-04-15T12:19:29.530017Z,34.791167,136.407667,16.0,266,1.0
94,5.4,1990-12-07T18:38:18.499975Z,37.21,138.556667,1.5,475,1.0
95,5.4,1990-05-17T10:04:07.799980Z,37.051667,137.101667,27.2,186,1.0
96,5.4,1995-01-17T07:38:36.349986Z,34.787,135.442667,12.0,605,1.0
97,5.3,2003-11-24T21:18:17.689972Z,42.317,143.0025,52.3,369,1.0
98,5.3,1990-08-05T16:13:02.099999Z,35.21,139.091667,1.4,0,0.0
99,5.3,2004-10-23T23:34:45.660024Z,37.317,138.905833,19.9,493,1.0
100,5.3,2001-01-04T13:18:21.539978Z,36.9565,138.768667,11.2,47,1.0
101,5.3,1996-08-13T11:13:02.640025Z,38.798167,140.584167,5.6,429,1.0
102,5.3,1994-09-07T12:54:04.800042Z,32.013333,131.15,1.9,610,1.0
103,5.3,2008-06-16T23:14:38.459964Z,38.997167,140.839667,7.1,624,1.0
104,5.3,2005-02-16T04:46:36.129962Z,36.0385,139.888833,46.1,444,1.0
105,5.3,1998-08-29T08:46:42.350012Z,35.633,140.029333,64.6,7,1.0
106,5.3,2003-05-12T00:57:06.080029Z,35.868833,140.085667,46.9,395,1.0
107,5.3,2004-10-23T19:36:45.989973Z,37.217,138.824333,11.0,493,1.0
108,5.3,2004-10-23T17:59:37.659988Z,37.312667,138.855833,15.7,493,1.0
109,5.3,2004-10-23T18:57:26.280000Z,37.206333,138.8635,7.5,493,1.0
110,5.3,1991-07-14T23:19:10.100011Z,36.42,138.505,18.8,93,1.0
111,5.3,2007-03-25T18:11:45.159995Z,37.304333,136.8395,13.4,595,1.0
112,5.3,1999-02-26T14:18:16.739971Z,39.155167,139.836833,20.6,66,1.0
113,5.3,2001-04-03T23:57:12.429967Z,35.024167,138.094333,30.3,617,1.0
114,5.3,1993-08-14T10:29:18.799992Z,33.351667,132.543333,4.7,0,0.0
115,5.3,2003-05-17T23:33:10.789980Z,35.7385,140.650667,47.3,148,1.0
116,5.3,1991-01-04T03:36:57.400013Z,33.548333,132.318333,5.8,435,1.0
117,5.3,2007-08-16T04:15:06.639979Z,35.443667,140.5305,30.8,544,1.0
118,5.3,1995-07-30T03:24:00.139996Z,35.902833,140.585333,42.6,445,1.0
119,5.3,2004-11-10T03:43:08.350032Z,37.369667,139.000667,4.5,493,1.0
120,5.3,1990-12-07T18:40:44.599957Z,37.215,138.558333,0.4,475,1.0
121,5.3,1991-10-18T01:57:28.100043Z,42.941667,145.096667,6.0,0,0.0
122,5.3,2004-02-04T15:08:26.560006Z,40.143667,141.8955,63.4,375,1.0
123,5.3,1996-02-07T10:33:16.570026Z,35.935,136.622833,12.2,410,1.0
124,5.3,2007-04-26T09:02:56.949966Z,33.889333,133.584667,39.1,0,0.0
125,5.3,2004-01-23T18:01:31.380011Z,37.2625,141.127667,65.9,73,1.0
126,5.3,1994-05-28T17:04:32.300025Z,35.326667,136.278333,4.4,206,1.0
127,5.3,1995-03-17T00:08:35.839970Z,35.7465,137.564833,10.3,459,1.0
128,5.3,1990-06-05T22:42:52.900012Z,35.556667,139.193333,12.3,0,0.0
129,5.3,2004-10-25T00:28:08.930006Z,37.2025,138.870667,10.1,493,1.0
130,5.2,2001-03-31T06:09:42.930001Z,36.821,139.375,4.7,613,1.0
131,5.2,1998-02-21T09:55:41.809957Z,37.270333,138.795667,19.1,99,1.0
132,5.2,1998-09-15T16:24:02.690039Z,38.281667,140.76,13.2,553,1.0
133,5.2,2008-03-08T01:54:57.170043Z,36.4525,140.611667,57.0,80,1.0
134,5.2,1992-05-29T02:58:32.199973Z,35.653333,140.733333,5.4,147,1.0
135,5.2,1990-12-31T08:05:07.499995Z,35.158333,140.476667,3.2,0,0.0
136,5.2,2010-07-04T04:33:12.170020Z,39.024667,140.912833,7.1,624,1.0
137,5.2,2001-03-26T05:40:53.470009Z,34.117167,132.709167,45.9,623,1.0
138,5.2,1999-03-16T16:43:35.389975Z,35.277333,135.931167,11.6,539,1.0
139,5.2,2007-04-27T01:37:57.199986Z,42.373833,143.606,57.6,322,1.0
140,5.2,2008-06-14T12:27:32.790009Z,39.141333,140.940167,10.4,624,1.0
141,5.2,2000-10-08T20:51:17.100030Z,35.368833,133.310667,8.3,623,1.0
142,5.2,1998-08-03T20:09:33.190014Z,37.209667,139.995167,7.6,333,1.0
143,5.2,2003-09-28T07:23:24.530007Z,42.191,142.969,50.7,434,1.0
144,5.2,2004-06-11T03:12:10.100043Z,42.321667,143.130833,48.1,483,-1.0
145,5.2,1999-04-25T21:27:02.949958Z,36.456,140.622,59.5,341,1.0
146,5.2,1997-04-05T13:24:50.139963Z,31.970167,130.403667,12.0,621,1.0
147,5.2,1990-11-23T19:33:31.000032Z,35.273333,133.36,1.4,309,1.0
148,5.2,1990-10-06T23:33:01.700007Z,36.488333,140.61,5.1,197,1.0
149,5.2,2007-08-18T16:55:08.829988Z,35.341833,140.345167,20.2,514,1.0
150,5.2,1992-08-08T23:52:21.099965Z,42.013333,142.681667,4.6,606,1.0
151,5.2,1997-03-04T00:30:22.550022Z,34.964667,139.171167,0.0,619,-1.0
152,5.2,1990-06-27T06:54:46.800026Z,35.005,139.113333,14.8,23,1.0
153,5.2,2008-07-05T16:49:02.559997Z,36.642667,140.952,49.7,49,1.0
154,5.2,2008-08-22T19:59:50.169982Z,36.441833,140.615333,55.9,80,1.0
155,5.2,1995-01-17T05:50:23.950037Z,34.656,135.130167,13.0,605,1.0
156,5.2,1994-07-01T14:14:49.100039Z,42.255,143.078333,6.7,622,1.0
157,5.2,1994-06-29T11:01:58.799972Z,34.955,139.878333,6.0,0,0.0
158,5.2,2009-02-18T06:47:07.060013Z,35.662,136.3145,9.5,76,1.0
159,5.2,2004-11-04T08:57:29.529995Z,37.430333,138.915667,18.0,493,1.0
160,5.2,1990-08-23T11:44:56.600042Z,35.361667,140.401667,5.0,481,1.0
161,5.1,2003-07-28T04:08:05.119956Z,38.458333,141.149667,13.7,422,1.0
162,5.1,1990-11-21T10:44:33.399970Z,35.276667,133.34,1.4,309,-1.0
163,5.1,2004-11-08T11:32:17.249966Z,37.391333,139.046833,5.8,493,1.0
164,5.1,1993-07-20T16:08:04.600003Z,44.143333,142.121667,2.0,622,1.0
165,5.1,1990-12-01T20:23:33.599960Z,35.28,133.34,1.2,309,1.0
166,5.1,1993-08-31T00:08:42.800011Z,33.603333,132.468333,6.2,0,0.0
167,5.1,2006-02-04T00:11:55.609989Z,32.083333,129.879833,11.6,457,1.0
168,5.1,1995-03-23T07:24:32.390039Z,36.098167,140.013667,56.2,453,1.0
169,5.1,1995-03-11T13:49:56.910004Z,39.325333,142.122,57.1,0,0.0
170,5.1,1995-01-25T23:15:57.180036Z,34.792667,135.3045,14.8,605,1.0
171,5.1,2005-03-12T03:47:36.950004Z,43.011833,144.86,60.9,359,1.0
172,5.1,1993-04-23T05:18:54.300037Z,35.81,137.5,0.8,298,1.0
173,5.1,2005-10-16T16:05:42.599959Z,36.039333,139.9375,47.1,455,1.0
174,5.1,1994-12-22T14:56:59.599993Z,34.706667,135.781667,37.9,0,0.0
175,5.1,1993-03-15T12:35:06.900028Z,42.256667,143.136667,6.4,622,1.0
176,5.1,1991-12-17T13:23:05.100028Z,43.138333,145.575,5.0,0,0.0
177,5.1,1998-02-05T19:48:48.990014Z,43.193167,145.803333,47.6,150,1.0
178,5.1,2010-07-21T06:19:18.510041Z,34.205167,135.694333,58.0,0,0.0
179,5.1,2005-04-20T09:09:42.900017Z,33.678667,130.283833,13.3,616,1.0
180,5.1,2002-06-14T11:42:49.319974Z,36.216333,139.977167,57.0,592,1.0
181,5.1,1994-04-16T11:32:03.399961Z,35.486667,135.62,36.1,42,1.0
182,5.1,1993-03-31T06:43:23.099982Z,43.03,145.353333,8.3,622,1.0
183,5.1,2003-07-26T10:22:24.560024Z,38.4565,141.164667,13.0,422,1.0
184,5.1,2004-10-27T10:42:09.170034Z,37.263833,138.982833,11.5,493,1.0
185,5.1,2004-10-24T23:00:30.009980Z,37.177667,138.947167,1.6,493,1.0
186,5.1,2004-09-10T13:22:11.330021Z,42.3565,143.102333,51.3,483,-1.0
187,5.1,2004-10-08T04:26:45.040044Z,42.343,143.117667,50.2,483,-1.0
188,5.1,2009-12-18T08:45:36.710034Z,34.961167,139.129333,4.9,582,1.0
189,5.1,1996-08-11T20:48:14.679997Z,38.893167,140.669167,4.1,429,1.0
190,5.1,1997-05-14T08:32:06.379989Z,31.936,130.344167,8.9,621,1.0
191,5.1,2004-10-23T18:36:50.920013Z,37.2555,138.941167,7.4,493,1.0
192,5.1,2007-03-25T09:43:12.879982Z,37.255833,136.723833,0.0,595,1.0
193,5.1,1997-04-09T23:20:10.449976Z,31.9735,130.411,10.5,621,1.0
194,5.1,2004-11-06T02:53:21.389971Z,37.362333,139.001667,0.2,493,1.0
195,5.1,1990-07-04T03:32:14.199990Z,36.043333,140.116667,7.6,16,1.0
196,5.0,1999-11-17T07:54:16.230011Z,42.081833,142.403667,59.9,527,1.0
197,5.0,2010-07-23T06:06:31.489981Z,35.878667,140.4855,35.0,469,1.0
198,5.0,2009-12-17T23:45:24.539993Z,34.958833,139.1365,4.0,582,-1.0
199,5.0,1999-07-15T07:56:21.890002Z,35.935667,140.441,49.6,0,0.0
200,5.0,1997-04-03T06:47:31.990043Z,33.38,132.4315,51.8,598,1.0
201,5.0,1993-04-02T19:05:47.800031Z,37.588333,137.451667,0.5,600,1.0
202,5.0,2003-03-13T12:12:58.000035Z,36.090167,139.855667,47.3,421,1.0
203,5.0,2000-06-08T09:32:46.129981Z,32.692333,130.762,10.3,519,1.0
204,5.0,1995-10-01T20:48:04.310007Z,34.946833,139.153,0.0,491,1.0
205,5.0,2005-04-10T20:34:37.870034Z,33.6685,130.282167,4.7,616,1.0
206,5.0,2005-05-02T01:23:57.670020Z,33.670333,130.3205,11.4,616,1.0
207,5.0,2004-10-23T21:44:27.619960Z,37.272833,138.943,14.6,493,1.0
208,5.0,1999-03-26T08:31:09.380007Z,36.450667,140.6155,59.0,341,-1.0
209,5.0,1992-05-20T12:29:42.499998Z,36.115,135.945,1.0,0,0.0
210,5.0,2002-10-16T13:04:34.200018Z,35.835333,140.902833,34.0,409,1.0
211,5.0,2001-02-23T07:23:47.899997Z,34.793333,137.548833,32.3,612,1.0
212,5.0,2001-07-20T06:02:36.230032Z,36.162,139.8125,55.2,279,1.0
213,5.0,2001-06-01T00:41:45.830001Z,34.9945,138.1075,30.3,617,1.0
214,5.0,1993-07-20T00:10:08.200010Z,36.353333,137.653333,0.4,162,1.0
215,5.0,2001-05-25T15:55:04.540022Z,35.759167,140.666,47.2,618,1.0
216,5.0,1990-01-11T20:10:51.699969Z,35.113333,135.975,1.1,0,0.0
217,5.0,1997-03-07T16:33:21.989983Z,34.969833,139.147167,1.4,619,1.0
218,5.0,1990-01-31T04:58:46.000012Z,34.505,136.44,37.1,0,0.0
219,5.0,1993-10-03T00:54:05.499968Z,37.481667,140.618333,9.2,0,0.0
220,5.0,2005-08-21T11:29:30.190040Z,37.298333,138.711833,16.7,493,1.0
221,5.0,1994-05-08T17:02:01.600018Z,34.081667,135.12,1.1,506,1.0
222,5.0,2005-07-28T19:15:35.010033Z,36.126167,139.846333,51.1,12,1.0
223,5.0,1994-02-18T20:02:54.499982Z,42.593333,142.575,10.7,622,1.0
224,5.0,1993-05-07T04:57:58.999966Z,37.615,137.395,2.0,600,1.0
225,5.0,1991-09-02T12:03:43.100007Z,42.29,143.121667,6.7,184,1.0
226,5.0,2002-07-28T20:31:29.870028Z,42.3185,143.068333,51.7,323,1.0
227,5.0,2005-06-20T13:03:13.179979Z,37.229333,138.590667,14.5,493,1.0
228,5.0,1994-04-29T03:30:03.699963Z,45.5,142.031667,32.1,0,0.0
229,5.0,1993-03-08T17:01:28.299997Z,43.485,146.091667,7.1,622,1.0
230,5.0,1999-02-26T14:19:26.230018Z,39.148333,139.852667,16.1,66,1.0
231,5.0,2007-06-11T03:45:13.879989Z,37.244167,136.654667,7.3,595,1.0
232,5.0,1992-04-06T12:35:10.600019Z,43.403333,146.265,9.0,0,0.0
233,5.0,2004-12-28T18:30:36.839977Z,37.3225,138.982667,8.0,493,1.0
234,5.0,1992-04-14T12:03:54.900003Z,36.178333,139.83,6.2,97,1.0
235,5.0,1995-01-17T06:28:59.930021Z,34.526167,134.9125,12.3,605,1.0
236,5.0,1998-08-12T15:13:03.670030Z,36.236833,137.628167,2.8,554,-1.0
237,5.0,1990-07-16T21:35:09.999971Z,39.34,142.041667,5.2,0,0.0
238,5.0,1998-07-01T02:22:47.310038Z,36.622333,137.914833,8.9,0,0.0
239,5.0,1992-05-04T01:09:37.899990Z,31.275,130.375,16.3,278,1.0
240,5.0,1995-02-18T21:37:33.860034Z,34.4405,134.8135,15.9,605,1.0
241,5.0,1995-01-17T05:53:11.679996Z,34.6795,135.150333,9.2,605,1.0
242,5.0,1993-01-11T09:58:50.199973Z,35.188333,137.41,5.6,0,0.0
243,5.0,2004-11-09T04:15:59.730015Z,37.354,138.999333,0.0,493,1.0
244,5.0,1992-12-18T11:13:25.700019Z,34.11,136.668333,37.3,0,0.0
245,5.0,1992-04-20T05:36:19.099982Z,42.256667,143.068333,6.7,50,1.0
246,5.0,1998-04-26T07:37:36.610006Z,34.963333,139.1735,6.1,534,-1.0
247,5.0,2003-09-28T09:23:11.299977Z,42.267667,143.3205,43.4,0,0.0
248,5.0,2004-11-01T04:35:49.150007Z,37.211833,138.900833,8.5,493,1.0
249,5.0,2010-01-15T03:46:25.570045Z,42.352667,143.118,51.5,424,1.0
250,5.0,2004-10-24T14:21:34.990042Z,37.245,138.826167,11.5,493,1.0
251,5.0,1990-11-11T04:05:55.200021Z,44.275,142.128333,0.0,222,1.0
252,5.0,2008-04-04T19:01:51.860031Z,36.12,139.828167,53.5,274,1.0
253,5.0,2003-12-12T10:46:19.269955Z,42.484833,143.031,58.9,0,0.0
254,5.0,2004-11-08T11:27:10.010011Z,37.393833,139.022,0.0,493,1.0
255,5.0,1993-02-16T01:51:16.899984Z,37.631667,137.27,2.4,600,-1.0
256,4.9,1991-06-27T09:11:03.100045Z,32.663333,130.138333,0.8,312,1.0
257,4.9,1992-11-28T09:46:48.299976Z,36.086667,139.881667,6.0,38,1.0
258,4.9,1993-05-03T04:13:47.599964Z,36.848333,138.163333,20.7,0,0.0
259,4.9,1992-05-16T12:03:43.300026Z,38.881667,142.103333,5.0,0,0.0
260,4.9,1992-06-29T14:47:15.800031Z,41.528333,141.34,9.3,0,0.0
261,4.9,2008-06-14T23:42:32.459957Z,38.9955,140.887667,6.2,624,1.0
262,4.9,1993-07-29T23:53:20.699983Z,42.42,143.011667,7.7,622,1.0
263,4.9,1997-03-05T22:43:28.599969Z,34.961833,139.155,3.3,619,1.0
264,4.9,2007-07-16T10:18:40.249986Z,37.506,138.546833,18.1,625,1.0
265,4.9,1992-08-27T13:09:48.499973Z,36.056667,139.976667,5.7,0,0.0
266,4.9,2010-05-01T18:20:37.289990Z,37.559167,139.191167,9.3,0,0.0
267,4.9,1992-11-30T09:20:44.999976Z,42.88,144.773333,5.8,0,0.0
268,4.9,1997-08-09T05:34:48.679964Z,35.832667,139.5015,67.4,0,0.0
269,4.9,2008-06-14T09:20:47.710000Z,39.026167,140.850667,6.6,624,1.0
270,4.9,1997-11-13T12:21:36.390011Z,43.369833,146.226,61.9,622,1.0
271,4.9,1993-05-23T21:42:29.299993Z,37.588333,137.375,1.9,600,1.0
272,4.9,1992-12-04T17:21:31.799977Z,41.745,140.245,17.9,0,0.0
273,4.9,1994-10-25T15:06:17.500004Z,35.181667,138.983333,0.4,107,1.0
274,4.9,1995-04-18T20:26:25.260003Z,35.065,138.585833,24.1,44,1.0
275,4.9,1998-09-05T10:08:00.419972Z,36.405167,137.627167,1.1,554,1.0
276,4.9,1993-03-05T15:55:01.199968Z,42.73,141.55,14.2,622,1.0
277,4.9,1993-02-22T14:12:18.299982Z,37.326667,137.21,2.6,0,0.0
278,4.9,1994-12-18T21:51:57.299990Z,37.293333,139.911667,0.6,418,1.0
279,4.9,1994-09-30T16:26:17.600009Z,30.983333,130.375,15.2,20,1.0
280,4.9,1994-12-21T00:00:06.100017Z,39.463333,141.235,8.9,0,0.0
281,4.9,1999-05-07T21:48:25.579985Z,35.213,138.338833,19.8,69,1.0
282,4.9,1996-08-11T10:59:23.920024Z,38.8345,140.6375,5.5,429,1.0
283,4.9,2008-01-23T04:34:46.079991Z,42.321667,143.060333,50.2,0,0.0
284,4.9,1997-03-26T17:39:02.949989Z,31.974833,130.341667,10.2,621,1.0
285,4.9,1996-08-11T15:01:33.700025Z,38.852,140.685333,9.8,429,1.0
286,4.9,1994-07-02T07:43:17.799978Z,42.128333,142.956667,6.4,622,1.0
287,4.9,2000-02-11T16:08:36.310010Z,39.023167,140.903833,10.9,123,1.0
288,4.9,1994-05-28T10:21:25.799993Z,42.053333,142.583333,6.2,622,1.0
289,4.9,1991-11-19T17:24:02.600034Z,35.608333,140.021667,8.1,0,0.0
290,4.9,2000-04-01T03:12:23.029977Z,42.504167,140.828,7.0,526,1.0
291,4.9,2000-04-15T02:41:10.830023Z,33.6445,135.386,41.8,0,0.0
292,4.9,2009-10-12T18:42:19.510014Z,37.432167,139.696667,3.9,0,0.0
293,4.9,1993-04-02T21:49:52.800011Z,37.611667,137.366667,2.6,600,1.0
294,4.9,2000-06-05T09:54:41.259973Z,35.7205,136.110333,8.9,517,1.0
295,4.9,2007-10-01T02:21:14.629964Z,35.2295,139.11,12.9,520,1.0
296,4.9,2007-08-16T08:20:32.599996Z,35.4055,140.549833,28.9,544,1.0
297,4.9,1999-02-09T09:19:39.140023Z,42.351333,143.088167,51.7,170,1.0
298,4.9,1992-04-07T10:05:07.499958Z,42.6,143.665,7.6,0,0.0
299,4.9,1993-04-11T19:33:32.399975Z,42.676667,142.343333,13.7,622,1.0
300,4.9,1994-08-22T13:05:29.200012Z,33.605,134.598333,5.2,0,0.0
301,4.9,1993-06-09T08:23:11.600019Z,31.136667,130.361667,17.4,500,1.0
302,4.9,2003-10-03T13:45:21.600030Z,41.921,143.542833,32.6,0,0.0
303,4.9,1990-04-25T14:16:15.500033Z,44.878333,142.761667,2.6,33,1.0
304,4.9,2007-03-28T08:08:14.569982Z,37.222333,136.708833,13.3,595,1.0
305,4.9,2003-06-10T16:24:05.930034Z,38.930667,141.667667,67.1,587,1.0
306,4.9,1990-12-13T19:13:24.999975Z,35.711667,140.72,5.8,485,1.0
307,4.9,1991-04-25T07:12:04.300041Z,35.061667,138.201667,3.2,0,0.0
308,4.9,2003-08-04T20:57:14.749981Z,36.443,140.613,58.1,46,1.0
309,4.9,2003-04-12T13:28:43.499972Z,31.997167,130.263333,10.3,183,1.0
310,4.9,1990-02-18T03:15:54.599992Z,36.458333,137.613333,0.4,450,1.0
311,4.9,2004-10-25T06:07:23.359957Z,37.318333,138.955833,14.3,493,1.0
312,4.9,2007-06-06T23:42:50.519977Z,33.333833,131.495167,11.2,565,1.0
313,4.9,2003-05-27T00:44:18.109994Z,38.950667,141.661833,68.5,587,1.0
314,4.9,2002-10-13T19:06:32.080036Z,33.348833,132.3565,42.7,41,1.0
315,4.9,1990-12-07T22:30:12.500003Z,37.216667,138.561667,1.3,475,1.0
316,4.9,2001-12-08T07:07:03.029979Z,37.1545,139.9565,5.2,4,1.0
317,4.9,1990-05-18T20:22:57.600015Z,43.91,141.761667,20.0,0,0.0
318,4.8,1995-08-24T07:03:06.020010Z,35.852833,137.592167,7.8,381,1.0
319,4.8,2004-10-23T19:49:26.140024Z,37.292167,138.894167,17.6,493,1.0
