,c_type,c_type60,depth0,lat0,lon0,m0,na,na_all,na_all_apr,na_apr,nf,nf_all,nf_all_apr,nf_apr,ot0
24,-1,-1,6.0,34.24,-117.04,5.6,0,0,0,0,0,0,0,0,1999-10-16T09:59:37.999995Z
25,-1,-1,9.1,34.326,-118.698,5.58,0,0,0,0,0,0,0,0,1994-01-17T23:33:30.689972Z
26,-1,-1,9.6,34.162,-116.852,5.53,0,0,0,0,0,0,0,0,1992-06-28T14:43:21.850003Z
27,1,1,3.3,34.144,-117.697,5.51,74,74,10,10,1,1,1,1,1990-02-28T23:43:36.750032Z
28,-1,-1,5.0,35.900999999999996,-117.749,5.5,0,0,0,0,0,0,0,0,2019-07-06T03:47:53.420001Z
29,-1,-1,7.5,34.115,-116.426,5.49,0,0,0,0,0,0,0,0,1992-06-28T12:36:40.769998Z
30,1,1,5.8,32.971,-117.874,5.45,293,293,27,27,0,0,0,0,1986-07-13T13:47:08.210033Z
31,1,1,15.5,33.949,-117.766,5.44,7,7,2,2,0,0,0,0,2008-07-29T18:42:15.669972Z
32,-1,-1,7.4,35.91,-117.685,5.44,0,0,0,0,0,0,0,0,2019-07-06T04:18:55.789984Z
33,-1,-1,10.0,32.3,-115.26,5.43,0,0,0,0,0,0,0,0,2010-04-04T23:15:14.240015Z
34,1,1,12.3,33.417,-116.475,5.42,15,15,0,0,7,7,2,2,2010-07-07T23:53:33.480018Z
35,-1,-1,4.9,34.583,-116.322,5.42,3,3,1,1,0,0,0,0,1992-07-05T21:18:27.599967Z
36,-1,-1,4.4,34.341,-116.51100000000001,5.41,0,0,0,0,0,0,0,0,1992-06-28T12:40:53.570005Z
37,4,4,8.3,33.019,-115.54,5.41,55,55,14,14,29,29,12,12,2012-08-26T20:57:58.219983Z
38,1,1,9.1,36.698,-116.289,5.4,10,10,2,2,0,0,0,0,1992-06-29T10:14:23.180006Z
39,-1,-1,10.0,32.266,-115.29299999999999,5.38,0,0,0,0,0,0,0,0,2010-04-04T23:25:07.189998Z
40,1,1,6.0,32.388000000000005,-115.305,5.38,42,42,6,6,2,2,0,0,1987-02-07T03:45:14.850000Z
41,1,1,6.0,32.306999999999995,-115.228,5.37,22,22,5,5,2,2,0,0,2006-05-24T04:20:26.009983Z
42,-1,-1,0.8,34.441,-116.25200000000001,5.37,0,0,0,0,0,0,0,0,1999-10-16T12:57:21.059972Z
43,1,1,5.9,34.943000000000005,-118.743,5.37,6,6,1,1,0,0,0,0,1988-06-10T23:06:43.050020Z
44,-1,-1,7.0,35.76,-117.575,5.36,0,0,0,0,0,0,0,0,2019-07-05T11:07:53.039964Z
45,-1,-1,4.8,35.775999999999996,-117.662,5.36,0,0,0,0,0,0,0,0,1995-08-17T22:39:59.990027Z
46,-1,-1,5.1,34.33,-116.464,5.34,1,1,0,0,0,0,0,0,1992-07-01T07:40:29.899983Z
47,-1,-1,8.3,33.016999999999996,-115.554,5.32,0,0,0,0,0,0,0,0,2012-08-26T19:31:23.039984Z
48,1,1,-0.0,36.075,-117.65,5.3,71,71,16,16,0,0,0,0,1996-11-27T20:17:24.110021Z
49,-1,-1,9.9,33.836999999999996,-119.726,5.29,2,2,0,0,0,0,0,0,2018-04-05T19:29:16.500015Z
50,2,2,-0.4,34.34,-116.9,5.29,111,111,20,20,3,3,1,1,1992-11-27T16:00:57.489989Z
51,-1,-1,10.0,32.165,-115.26799999999999,5.29,0,0,0,0,0,0,0,0,2010-04-08T16:44:25.010013Z
52,-1,-1,1.3,34.369,-116.898,5.26,0,0,0,0,0,0,0,0,1992-12-04T02:08:57.499985Z
53,-1,-1,10.0,32.453,-115.632,5.26,0,0,0,0,0,0,0,0,2010-04-04T22:43:00.430036Z
54,-1,-1,6.6,34.255,-116.912,5.26,0,0,0,0,0,0,0,0,1992-06-28T17:05:57.559983Z
55,1,1,0.6,34.971,-116.819,5.26,11,11,4,4,1,1,0,0,1997-03-18T15:24:47.720044Z
56,1,1,7.2,34.064,-116.361,5.26,33,33,6,6,4,4,1,1,1992-09-15T08:47:11.289957Z
57,-1,-1,7.7,34.074,-118.098,5.25,0,0,0,0,0,0,0,0,1987-10-04T10:59:38.190013Z
58,1,1,12.4,34.231,-118.475,5.24,4,4,0,0,0,0,0,0,1994-03-20T21:20:12.260001Z
59,-1,-1,10.7,34.376999999999995,-118.698,5.24,0,0,0,0,0,0,0,0,1994-01-18T00:43:08.890031Z
60,4,4,0.3,36.067,-117.63799999999999,5.23,70,70,17,17,0,0,0,0,1998-03-06T05:47:40.339970Z
61,-1,-1,9.4,34.195,-116.863,5.23,3,3,1,1,0,0,0,0,1992-08-17T20:41:52.119972Z
62,-1,-1,5.4,34.34,-118.61399999999999,5.2,0,0,0,0,0,0,0,0,1994-01-17T12:40:36.119969Z
63,1,1,13.1,33.532,-116.56700000000001,5.2,8,8,1,1,1,1,0,0,2005-06-12T15:41:46.519989Z
64,-1,-1,20.6,35.149,-119.104,5.19,2,2,0,0,0,0,0,0,1993-05-28T04:47:40.600001Z
65,4,4,-1.8,36.391,-117.861,5.19,48,48,13,13,28,28,12,12,2009-10-03T01:16:00.310016Z
66,1,1,12.3,33.431,-116.443,5.19,14,14,3,3,0,0,0,0,2016-06-10T08:04:38.700020Z
67,1,1,3.2,35.760999999999996,-117.646,5.17,43,43,17,17,9,9,3,3,1996-01-07T14:32:53.020000Z
68,2,2,1.9,36.016,-117.874,5.17,115,115,21,21,23,23,7,7,2001-07-17T12:07:26.099964Z
69,2,2,6.0,32.327,-115.257,5.1,4,4,0,0,1,1,1,1,2008-02-11T18:29:30.529966Z
70,2,2,6.0,32.359,-115.277,5.1,37,37,10,10,0,0,0,0,2008-02-09T07:12:04.549999Z
71,1,1,5.1,33.931999999999995,-117.916,5.09,18,18,6,6,1,1,1,1,2014-03-29T04:09:42.169963Z
72,1,1,14.9,32.047,-115.06200000000001,5.09,2,2,1,1,2,2,0,0,2011-02-18T17:47:35.770020Z
73,1,1,1.2,33.153,-115.646,5.08,25,25,11,11,37,37,19,19,2005-09-02T01:27:19.590017Z
74,1,1,10.0,32.371,-115.26100000000001,5.08,10,10,4,4,1,1,0,0,2009-09-19T22:55:17.840037Z
75,-1,-1,11.2,34.105,-116.39,5.08,0,0,0,0,0,0,0,0,1992-06-29T14:13:38.770004Z
76,2,2,15.9,34.369,-118.67,5.07,23,23,11,11,0,0,0,0,1997-04-26T10:37:30.669996Z
77,-1,-1,10.8,34.378,-118.619,5.07,0,0,0,0,0,0,0,0,1994-01-19T21:11:44.900019Z
78,-1,-1,13.8,34.379,-118.712,5.06,1,1,0,0,0,0,0,0,1994-01-19T21:09:28.609982Z
79,-1,-1,0.6,34.306,-118.579,5.06,2,2,0,0,0,0,0,0,1994-01-29T11:20:35.970034Z
80,1,1,6.4,34.813,-116.419,5.06,4,4,1,1,0,0,0,0,2008-12-06T04:18:42.850022Z
81,-1,-1,0.2,36.076,-117.618,5.04,0,0,0,0,0,0,0,0,1998-03-07T00:36:46.840032Z
82,1,1,6.9,33.979,-116.681,5.03,2,2,0,0,2,2,0,0,1988-12-16T05:53:04.999988Z
83,-1,-1,2.8,35.39,-118.624,5.03,2,2,0,0,0,0,0,0,2004-09-29T22:54:54.239964Z
84,1,1,12.8,34.394,-118.669,5.02,3,3,1,1,5,5,3,3,1995-06-26T08:40:28.940017Z
85,-1,-1,13.7,34.150999999999996,-118.13,5.02,0,0,0,0,0,0,0,0,1988-12-03T11:38:26.449955Z
86,1,1,13.7,33.508,-116.514,5.02,5,5,0,0,3,3,1,1,2001-10-31T07:56:16.629972Z
87,4,4,6.0,32.431999999999995,-115.31299999999999,5.01,20,20,13,13,108,108,37,37,2008-02-19T22:41:29.659999Z
88,4,4,2.4,35.907,-117.709,5.01,5,5,0,0,0,0,0,0,2019-08-22T20:49:50.059987Z
89,-1,-1,4.0,36.388000000000005,-117.859,5.0,0,0,0,0,0,0,0,0,2009-10-01T10:01:24.669956Z
90,-1,-1,5.4,34.06,-116.473,5.0,0,0,0,0,0,0,0,0,1992-06-28T12:02:16.959979Z
91,-1,-1,5.6,34.103,-116.425,5.0,0,0,0,0,0,0,0,0,1992-06-28T12:02:31.079989Z
92,-1,-1,8.2,34.029,-116.321,5.0,2,2,2,2,0,0,0,0,1993-08-21T01:46:38.400036Z
93,5,5,5.6,34.312,-116.845,4.99,50,50,27,27,0,0,0,0,2003-02-22T12:19:10.919969Z
94,-1,-1,-0.1,34.865,-116.40899999999999,4.99,0,0,0,0,0,0,0,0,1999-10-22T16:08:48.049949Z
95,-1,-1,1.0,33.997,-116.35600000000001,4.99,0,0,0,0,0,0,0,0,1992-06-30T14:38:11.719971Z
96,1,1,9.8,32.455,-118.163,4.99,3,3,3,3,0,0,0,0,2005-10-16T21:11:35.009980Z
97,-1,-1,9.2,34.179,-116.925,4.98,0,0,0,0,0,0,0,0,1992-06-28T17:01:32.010015Z
98,1,1,6.0,32.329,-115.33200000000001,4.98,2,2,2,2,1,1,1,1,2008-11-20T19:23:00.189996Z
99,-1,-1,4.9,34.501999999999995,-116.20299999999999,4.98,0,0,0,0,0,0,0,0,1999-10-16T09:52:53.970010Z
100,-1,-1,11.8,33.941,-116.304,4.98,0,0,0,0,0,0,0,0,1992-05-04T16:19:49.719997Z
101,-1,-1,9.8,32.343,-117.914,4.98,0,0,0,0,0,0,0,0,2004-06-15T22:28:48.190019Z
102,-1,-1,0.0,34.874,-116.391,4.98,0,0,0,0,0,0,0,0,1999-10-21T01:54:34.170017Z
103,1,1,2.5,34.268,-116.402,4.97,6,6,2,2,0,0,0,0,1994-06-16T16:24:27.520019Z
104,-1,-1,8.3,35.904,-117.7,4.97,0,0,0,0,0,0,0,0,2019-07-06T03:50:59.709988Z
105,-1,-1,0.9,35.725,-117.553,4.97,0,0,0,0,0,0,0,0,2019-07-06T03:16:32.480002Z
106,-1,-1,6.0,32.446999999999996,-115.31700000000001,4.97,1,1,0,0,1,1,1,1,2008-02-12T04:32:39.240033Z
107,1,1,11.6,33.919000000000004,-118.62700000000001,4.96,39,39,8,8,0,0,0,0,1989-01-19T06:53:28.840018Z
108,-1,-1,1.2,32.647,-115.805,4.96,0,0,0,0,0,0,0,0,2010-04-05T03:15:24.769949Z
109,-1,-1,7.2,33.900999999999996,-116.285,4.96,3,3,1,1,0,0,0,0,1992-07-24T18:14:36.249964Z
110,-1,-1,6.1,33.951,-116.337,4.96,0,0,0,0,0,0,0,0,1992-05-18T15:44:17.970033Z
111,1,1,9.9,32.048,-115.198,4.96,2,2,1,1,7,7,5,5,2010-09-14T10:52:17.999985Z
112,-1,-1,4.7,34.109,-116.40299999999999,4.95,0,0,0,0,0,0,0,0,1992-06-28T13:50:46.159988Z
113,1,1,1.0,34.062,-116.366,4.93,35,35,20,20,1,1,1,1,1999-05-14T07:54:03.189999Z
114,-1,-1,-0.7,36.016999999999996,-117.882,4.93,0,0,0,0,0,0,0,0,2001-07-17T12:59:59.169987Z
115,-1,-1,4.2,33.021,-115.51899999999999,4.93,0,0,0,0,0,0,0,0,2012-08-27T04:41:37.000031Z
116,-1,-1,13.7,32.664,-115.809,4.93,0,0,0,0,0,0,0,0,2010-04-05T11:14:14.889955Z
117,-1,-1,14.6,34.376999999999995,-118.649,4.92,0,0,0,0,0,0,0,0,1997-04-27T11:09:28.380033Z
118,-1,-1,6.0,32.379,-115.243,4.92,0,0,0,0,0,0,0,0,1999-06-01T15:18:02.670018Z
119,-1,-1,4.9,34.575,-116.336,4.91,0,0,0,0,0,0,0,0,1992-07-08T02:23:11.330015Z
120,-1,-1,9.9,35.638000000000005,-117.585,4.9,0,0,0,0,0,0,0,0,2019-07-12T13:11:37.980017Z
121,-1,-1,8.5,35.809,-117.616,4.9,0,0,0,0,0,0,0,0,1995-09-25T04:47:29.179996Z
122,4,4,8.1,32.617,-115.756,4.9,9,9,3,3,0,0,0,0,2010-05-22T17:30:58.170029Z
123,-1,-1,11.1,33.398,-116.34899999999999,4.89,0,0,0,0,0,0,0,0,1997-07-26T03:14:55.910027Z
124,-1,-1,5.9,34.265,-118.54,4.89,0,0,0,0,0,0,0,0,1994-01-17T12:39:39.799956Z
125,-1,-1,7.0,32.004,-115.01,4.89,0,0,0,0,0,0,0,0,2001-12-09T01:42:26.450035Z
126,-1,-1,4.4,33.014,-115.559,4.89,0,0,0,0,0,0,0,0,2012-08-26T19:33:01.089995Z
127,-1,-1,4.0,35.898,-117.727,4.89,0,0,0,0,0,0,0,0,2019-07-06T09:28:28.979988Z
128,1,1,10.6,34.058,-117.01100000000001,4.88,5,5,4,4,0,0,0,0,2005-06-16T20:53:26.019970Z
129,-1,-1,4.8,34.16,-116.40700000000001,4.88,0,0,0,0,0,0,0,0,1992-06-28T13:26:05.199966Z
130,-1,-1,10.0,32.199,-115.209,4.87,0,0,0,0,0,0,0,0,2012-02-14T10:09:28.439973Z
131,-1,-1,4.7,34.418,-116.441,4.87,0,0,0,0,0,0,0,0,1992-06-28T13:10:50.209968Z
132,-1,-1,-1.9,34.239000000000004,-116.837,4.87,0,0,0,0,0,0,0,0,1992-07-09T01:43:57.609981Z
133,-1,-1,22.1,35.542,-119.37299999999999,4.87,2,2,1,1,0,0,0,0,2016-02-24T00:02:23.629979Z
134,-1,-1,11.6,34.13,-116.72399999999999,4.85,0,0,0,0,0,0,0,0,1992-06-30T21:22:54.430033Z
135,-1,-1,12.5,34.376,-118.62700000000001,4.85,0,0,0,0,0,0,0,0,1994-01-17T15:54:10.759998Z
136,-1,-1,-0.5,36.061,-117.63,4.85,0,0,0,0,0,0,0,0,1998-03-06T05:49:43.760031Z
137,-1,-1,1.9,35.9,-117.738,4.85,0,0,0,0,0,0,0,0,2019-07-06T04:36:55.310029Z
138,-1,-1,5.8,34.302,-118.565,4.85,0,0,0,0,0,0,0,0,1994-01-17T20:46:02.400037Z
139,-1,-1,1.7,36.385999999999996,-117.868,4.85,0,0,0,0,0,0,0,0,2009-10-03T01:10:26.099970Z
140,-1,-1,7.9,34.64,-116.51700000000001,4.85,1,1,0,0,0,0,0,0,1994-08-01T21:34:31.119967Z
141,-1,-1,11.4,35.803000000000004,-117.618,4.84,0,0,0,0,0,0,0,0,2019-07-06T03:23:50.719981Z
142,-1,-1,7.4,34.379,-118.561,4.84,0,0,0,0,0,0,0,0,1994-01-18T15:23:46.890038Z
143,1,1,6.8,32.232,-115.79799999999999,4.84,4,4,3,3,0,0,0,0,2002-12-10T21:04:00.690014Z
144,-1,-1,6.0,32.426,-115.306,4.83,0,0,0,0,0,0,0,0,2008-02-20T01:28:55.449948Z
145,1,1,5.8,33.507,-118.071,4.83,1,1,0,0,2,2,2,2,1988-11-20T05:39:28.669966Z
146,-1,-1,0.7,33.873000000000005,-116.26799999999999,4.83,0,0,0,0,0,0,0,0,1992-06-29T16:01:42.790014Z
147,1,1,3.7,33.937,-116.306,4.83,4,4,4,4,0,0,0,0,1992-07-25T04:31:59.930028Z
148,-1,-1,6.2,33.943000000000005,-116.314,4.83,0,0,0,0,0,0,0,0,1992-05-06T02:38:43.349964Z
149,-1,-1,5.1,33.048,-115.79799999999999,4.82,0,0,0,0,0,0,0,0,1987-11-24T02:15:23.169971Z
150,-1,-1,5.5,34.32,-118.507,4.82,0,0,0,0,0,0,0,0,1994-01-17T12:40:09.520002Z
151,-1,-1,15.4,34.028,-118.18,4.82,1,1,1,1,0,0,0,0,1989-06-12T16:57:18.490036Z
152,1,1,10.9,32.205999999999996,-115.25399999999999,4.82,7,7,5,5,0,0,0,0,2018-11-19T20:18:42.509988Z
153,1,1,4.1,34.323,-116.844,4.82,14,14,11,11,0,0,0,0,1998-10-27T01:08:40.649969Z
154,-1,-1,9.3,35.95,-117.738,4.81,0,0,0,0,0,0,0,0,2019-07-06T03:20:41.139969Z
155,-1,-1,-1.4,36.074,-117.62299999999999,4.8,0,0,0,0,0,0,0,0,1998-03-07T00:37:44.399969Z
156,-1,-1,6.0,32.272,-115.23299999999999,4.8,0,0,0,0,0,0,0,0,1999-09-10T13:40:02.179997Z
157,-1,-1,12.6,33.619,-117.902,4.8,2,2,0,0,0,0,0,0,1989-04-07T20:07:30.300015Z
158,1,1,7.1,34.406,-119.92,4.8,3,3,1,1,0,0,0,0,2013-05-29T14:38:03.410018Z
159,-1,-1,9.7,35.585,-117.615,4.8,0,0,0,0,0,0,0,0,2019-07-06T04:13:07.080016Z
160,-1,-1,6.0,32.681,-115.79700000000001,4.8,0,0,0,0,0,0,0,0,2010-05-08T18:33:10.750005Z
161,-1,-1,10.0,32.204,-115.333,4.79,0,0,0,0,0,0,0,0,2010-04-04T23:09:40.109963Z
162,4,4,-0.9,34.979,-116.95200000000001,4.79,15,15,10,10,0,0,0,0,1992-08-05T22:22:40.819984Z
163,-1,-1,5.7,34.192,-117.095,4.78,1,1,1,1,0,0,0,0,1994-04-06T19:01:04.060019Z
164,2,2,4.6,34.121,-116.928,4.78,9,9,7,7,0,0,0,0,1998-08-16T13:34:40.230013Z
165,1,1,9.4,33.912,-117.78299999999999,4.78,5,5,3,3,1,1,0,0,2002-09-03T07:08:51.839981Z
166,-1,-1,6.0,32.421,-115.285,4.78,0,0,0,0,0,0,0,0,2008-02-22T19:31:18.479971Z
167,-1,-1,-0.8,34.445,-116.264,4.77,0,0,0,0,0,0,0,0,1999-10-16T09:51:48.330032Z
168,-1,-1,10.1,33.905,-116.288,4.77,1,1,1,1,1,1,1,1,1995-05-07T11:03:33.039997Z
169,-1,-1,6.0,32.532,-115.208,4.77,0,0,0,0,0,0,0,0,2009-12-30T18:53:23.959970Z
170,1,1,6.0,33.317,-115.728,4.77,21,21,14,14,5,5,5,5,2009-03-24T11:55:43.930015Z
171,1,1,3.7,34.803000000000004,-116.266,4.77,10,10,6,6,0,0,0,0,2002-10-29T14:16:54.079969Z
172,-1,-1,5.3,34.201,-116.751,4.76,0,0,0,0,0,0,0,0,1992-06-28T15:24:29.430030Z
173,-1,-1,5.8,32.681,-118.109,4.76,1,1,1,1,0,0,0,0,1997-06-20T04:35:40.520030Z
174,-1,-1,-1.0,34.361999999999995,-116.148,4.76,0,0,0,0,0,0,0,0,1999-10-16T10:20:52.659969Z
175,1,1,9.9,32.025999999999996,-115.10799999999999,4.75,1,1,1,1,6,6,4,4,2010-09-20T00:30:02.399980Z
176,1,1,4.6,36.945,-117.525,4.75,4,4,4,4,0,0,0,0,1998-07-02T03:39:50.449969Z
177,-1,-1,11.0,34.06,-118.1,4.75,0,0,0,0,0,0,0,0,1987-10-01T14:49:05.920033Z
178,-1,-1,3.8,35.926,-117.70700000000001,4.74,0,0,0,0,0,0,0,0,2019-07-26T00:42:47.779997Z
179,-1,-1,0.5,34.705999999999996,-116.34100000000001,4.74,0,0,0,0,0,0,0,0,1999-10-16T10:08:04.370001Z
180,-1,-1,0.7,36.391,-117.86399999999999,4.74,0,0,0,0,0,0,0,0,2009-10-03T01:09:19.139963Z
181,-1,-1,0.0,32.64,-115.802,4.73,0,0,0,0,0,0,0,0,2010-04-05T13:33:05.359968Z
182,-1,-1,9.3,35.617,-117.43,4.73,0,0,0,0,0,0,0,0,2019-07-06T03:22:35.630004Z
183,1,1,-0.6,36.396,-117.838,4.73,16,16,15,15,3,3,3,3,2009-05-23T22:58:32.940045Z
184,-1,-1,16.6,32.096,-115.01100000000001,4.73,0,0,0,0,0,0,0,0,2010-04-15T10:20:46.909970Z
185,-1,-1,-0.5,34.086999999999996,-116.40299999999999,4.73,0,0,0,0,0,0,0,0,1992-08-15T08:24:14.659997Z
186,1,1,12.2,33.732,-117.477,4.73,7,7,5,5,0,0,0,0,2007-09-02T17:29:14.790013Z
187,-1,-1,6.0,32.111,-115.119,4.73,0,0,0,0,1,1,1,1,2000-05-02T06:45:45.039969Z
188,-1,-1,10.3,34.153,-117.72,4.72,0,0,0,0,0,0,0,0,1990-03-01T03:23:03.030036Z
189,1,1,13.0,32.163000000000004,-115.264,4.71,8,8,5,5,10,10,9,9,2010-12-11T12:52:26.310001Z
190,-1,-1,14.0,32.942,-115.764,4.71,0,0,0,0,0,0,0,0,1987-11-24T13:34:39.920017Z
191,1,1,13.8,33.938,-118.336,4.7,4,4,3,3,0,0,0,0,2009-05-18T03:39:36.339987Z
192,-1,-1,10.0,32.461999999999996,-115.598,4.7,0,0,0,0,0,0,0,0,2010-04-04T23:37:33.490043Z
193,-1,-1,5.6,35.882,-117.71700000000001,4.7,0,0,0,0,0,0,0,0,2019-07-06T09:29:20.969980Z
194,-1,-1,12.9,34.049,-118.1,4.7,0,0,0,0,0,0,0,0,1987-10-01T14:45:41.450030Z
195,1,1,10.9,33.501,-116.458,4.7,8,8,7,7,0,0,0,0,2013-03-11T16:56:06.059963Z
196,1,1,6.0,33.232,-115.66,4.7,3,3,3,3,0,0,0,0,1999-10-16T09:47:43.759965Z
197,-1,-1,12.3,32.181999999999995,-115.245,4.7,0,0,0,0,0,0,0,0,2010-04-09T23:05:42.000029Z
198,-1,-1,2.4,32.675,-115.81,4.69,0,0,0,0,0,0,0,0,2010-05-08T18:46:27.459956Z
199,-1,-1,12.0,34.077,-118.04700000000001,4.69,0,0,0,0,1,1,1,1,1988-02-11T15:25:55.649971Z
200,5,5,10.0,35.043,-119.014,4.69,11,11,10,10,1,1,1,1,2005-09-22T20:24:48.620052Z
201,-1,-1,5.9,34.318000000000005,-118.456,4.68,0,0,0,0,0,0,0,0,1994-01-17T13:26:45.009969Z
202,-1,-1,14.1,32.264,-115.287,4.68,3,3,3,3,0,0,0,0,2010-05-04T11:26:32.049998Z
203,-1,-1,5.6,35.555,-117.522,4.68,0,0,0,0,0,0,0,0,2019-07-06T04:07:04.569973Z
204,-1,-1,4.1,32.593,-115.773,4.68,0,0,0,0,0,0,0,0,2010-04-05T01:52:25.420021Z
205,1,1,9.6,32.213,-115.289,4.68,13,13,8,8,5,5,5,5,2012-07-01T06:36:06.349967Z
206,-1,-1,-0.8,34.991,-116.948,4.68,0,0,0,0,0,0,0,0,1992-07-20T13:13:19.420002Z
207,-1,-1,3.3,35.16,-117.36200000000001,4.67,0,0,0,0,0,0,0,0,1992-06-29T01:18:13.399980Z
208,-1,-1,3.0,34.095,-116.427,4.67,0,0,0,0,0,0,0,0,1992-06-28T21:13:16.470021Z
209,-1,-1,3.8,32.919000000000004,-115.678,4.67,2,2,2,2,0,0,0,0,1988-01-28T02:54:02.340031Z
210,-1,-1,0.1,36.39,-117.86399999999999,4.66,0,0,0,0,0,0,0,0,2009-10-03T05:31:57.720028Z
211,-1,-1,1.0,34.376999999999995,-116.91799999999999,4.66,0,0,0,0,0,0,0,0,1992-12-04T05:25:11.210012Z
212,-1,-1,7.1,34.3,-118.62,4.66,1,1,1,1,0,0,0,0,2007-08-09T07:58:49.590015Z
213,-1,-1,3.6,34.111,-116.875,4.66,0,0,0,0,0,0,0,0,1992-06-28T15:17:14.009972Z
214,1,1,7.6,34.289,-116.946,4.66,17,17,17,17,1,1,1,1,2001-02-10T21:05:05.779965Z
215,1,1,6.6,34.135999999999996,-117.709,4.66,7,7,6,6,0,0,0,0,1988-06-26T15:04:58.480035Z
216,-1,-1,3.5,33.04,-115.81200000000001,4.66,0,0,0,0,0,0,0,0,1987-11-24T02:53:00.740033Z
217,-1,-1,4.9,36.586999999999996,-116.904,4.65,0,0,0,0,0,0,0,0,1992-06-28T13:28:21.599980Z
218,-1,-1,0.1,34.689,-116.28,4.64,0,0,0,0,0,0,0,0,1999-10-16T20:13:37.639986Z
219,-1,-1,7.0,34.393,-118.568,4.64,0,0,0,0,0,0,0,0,1994-01-22T22:54:10.659965Z
220,-1,-1,-0.0,34.249,-116.719,4.64,0,0,0,0,0,0,0,0,1992-06-29T16:41:41.930019Z
221,1,1,3.1,34.359,-116.133,4.64,3,3,3,3,0,0,0,0,2003-03-11T19:28:17.910019Z
222,-1,-1,4.2,34.080999999999996,-116.38600000000001,4.64,0,0,0,0,0,0,0,0,1992-06-29T14:31:30.359997Z
223,-1,-1,8.2,35.922,-117.729,4.64,0,0,0,0,0,0,0,0,2019-07-06T03:22:03.569989Z
224,-1,-1,9.1,35.891,-117.73700000000001,4.64,0,0,0,0,0,0,0,0,2019-07-06T03:22:48.300031Z
225,-1,-1,2.8,32.207,-115.34299999999999,4.64,1,1,1,1,0,0,0,0,2012-07-01T03:25:20.450001Z
226,-1,-1,10.0,32.145,-115.115,4.64,0,0,0,0,0,0,0,0,2010-04-05T01:25:34.669997Z
227,-1,-1,-0.8,34.617,-116.243,4.63,2,2,2,2,0,0,0,0,1999-10-25T18:26:00.629988Z
228,-1,-1,6.0,32.342,-115.28,4.63,0,0,0,0,1,1,1,1,1994-08-11T02:22:53.520033Z
229,-1,-1,7.5,33.028,-115.531,4.63,0,0,0,0,0,0,0,0,2012-08-26T23:33:25.130045Z
